Daily Price Arrival Report-01-01-2026 to 25-01-2026 for Gujarat,,,,,,,,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,500.00","2,250.00","2,000.00",Rs./Quintal,321.40,Metric Tonnes,24-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,250.00","2,000.00",Rs./Quintal,9.00,Metric Tonnes,24-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,200.00","1,700.00","1,550.00",Rs./Quintal,354.00,Metric Tonnes,22-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,600.00","2,300.00","2,100.00",Rs./Quintal,444.70,Metric Tonnes,22-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,500.00","1,800.00","1,700.00",Rs./Quintal,535.80,Metric Tonnes,21-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,800.00","2,250.00","2,150.00",Rs./Quintal,399.30,Metric Tonnes,21-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,500.00","2,000.00","1,800.00",Rs./Quintal,452.30,Metric Tonnes,20-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,500.00","2,000.00","1,850.00",Rs./Quintal,544.40,Metric Tonnes,19-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,533.30,Metric Tonnes,19-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,200.00","2,000.00","1,850.00",Rs./Quintal,256.10,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,800.00","2,500.00","2,300.00",Rs./Quintal,261.40,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,"2,000.00","2,200.00","2,150.00",Rs./Quintal,22.70,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,700.00,"2,000.00","1,800.00",Rs./Quintal,210.60,Metric Tonnes,16-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,196.70,Metric Tonnes,16-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,200.00","2,050.00",Rs./Quintal,0.10,Metric Tonnes,16-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","2,000.00","1,750.00",Rs./Quintal,0.10,Metric Tonnes,15-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,200.00","2,050.00",Rs./Quintal,0.10,Metric Tonnes,15-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","2,000.00","1,750.00",Rs./Quintal,0.10,Metric Tonnes,13-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,200.00","2,050.00",Rs./Quintal,0.10,Metric Tonnes,13-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","1,600.00","1,450.00",Rs./Quintal,339.70,Metric Tonnes,09-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,400.00","2,200.00",Rs./Quintal,214.70,Metric Tonnes,09-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,700.00,"1,400.00","1,250.00",Rs./Quintal,50.70,Metric Tonnes,09-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","1,700.00","1,550.00",Rs./Quintal,425.20,Metric Tonnes,08-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,357.10,Metric Tonnes,08-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,700.00,"1,400.00","1,250.00",Rs./Quintal,21.60,Metric Tonnes,08-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","1,900.00","1,700.00",Rs./Quintal,462.10,Metric Tonnes,07-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,292.70,Metric Tonnes,07-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,700.00,"1,400.00","1,250.00",Rs./Quintal,37.60,Metric Tonnes,07-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,500.00,"1,750.00","1,550.00",Rs./Quintal,347.80,Metric Tonnes,06-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,000.00","2,200.00","2,050.00",Rs./Quintal,168.60,Metric Tonnes,06-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,"1,200.00","1,500.00","1,400.00",Rs./Quintal,42.10,Metric Tonnes,06-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","1,900.00","1,700.00",Rs./Quintal,497.80,Metric Tonnes,05-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,279.40,Metric Tonnes,05-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,700.00,"1,500.00","1,350.00",Rs./Quintal,22.90,Metric Tonnes,05-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","2,000.00","1,800.00",Rs./Quintal,464.00,Metric Tonnes,02-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,250.00",Rs./Quintal,381.40,Metric Tonnes,02-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,700.00,"1,300.00","1,150.00",Rs./Quintal,59.20,Metric Tonnes,02-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Local,FAQ,"1,000.00","2,000.00","1,750.00",Rs./Quintal,422.40,Metric Tonnes,01-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Nasik,FAQ,"1,500.00","2,500.00","2,300.00",Rs./Quintal,318.00,Metric Tonnes,01-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Onion,Other,FAQ,800.00,"1,100.00","1,000.00",Rs./Quintal,22.50,Metric Tonnes,01-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade A,"1,000.00","2,000.00","1,500.00",Rs./Quintal,81.10,Metric Tonnes,24-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,72.40,Metric Tonnes,23-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,83.00,Metric Tonnes,22-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,65.60,Metric Tonnes,21-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,000.00","2,000.00","1,500.00",Rs./Quintal,41.40,Metric Tonnes,20-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,64.10,Metric Tonnes,19-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,22.30,Metric Tonnes,17-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,000.00","2,000.00","1,500.00",Rs./Quintal,42.30,Metric Tonnes,13-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,28.40,Metric Tonnes,12-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,28.40,Metric Tonnes,10-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,000.00","2,000.00","1,500.00",Rs./Quintal,84.00,Metric Tonnes,09-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,58.10,Metric Tonnes,08-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,44.30,Metric Tonnes,07-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,500.00","2,000.00","1,750.00",Rs./Quintal,60.70,Metric Tonnes,05-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade A,"1,500.00","2,000.00","1,750.00",Rs./Quintal,16.20,Metric Tonnes,03-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,"1,000.00","1,500.00","1,250.00",Rs./Quintal,38.90,Metric Tonnes,02-01-2026
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Vegetables,Onion,Onion,Grade B,750.00,"1,500.00","1,125.00",Rs./Quintal,45.30,Metric Tonnes,01-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,24-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,23-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,22-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,0.50,Metric Tonnes,21-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,200.00","2,500.00","2,000.00",Rs./Quintal,3.00,Metric Tonnes,16-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,500.00","1,500.00",Rs./Quintal,0.30,Metric Tonnes,14-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,13-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,12-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,500.00","1,800.00",Rs./Quintal,0.30,Metric Tonnes,10-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,500.00","1,800.00",Rs./Quintal,0.30,Metric Tonnes,09-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,200.00","2,000.00","1,500.00",Rs./Quintal,0.30,Metric Tonnes,08-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,200.00","2,000.00","1,600.00",Rs./Quintal,0.30,Metric Tonnes,07-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,200.00","2,500.00","2,000.00",Rs./Quintal,0.30,Metric Tonnes,06-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,200.00","2,500.00","1,800.00",Rs./Quintal,0.30,Metric Tonnes,05-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,0.30,Metric Tonnes,03-01-2026
Gujarat,Anand,Khambhat(Veg Yard Khambhat) APMC,Vegetables,Onion,Other,Local,"1,000.00","2,700.00","1,800.00",Rs./Quintal,0.30,Metric Tonnes,01-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,200.00","1,850.00",Rs./Quintal,4.55,Metric Tonnes,24-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,150.00","1,825.00",Rs./Quintal,4.20,Metric Tonnes,22-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,100.00","1,800.00",Rs./Quintal,4.55,Metric Tonnes,21-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,100.00","1,800.00",Rs./Quintal,4.55,Metric Tonnes,20-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,500.00","2,000.00","1,750.00",Rs./Quintal,4.90,Metric Tonnes,19-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,150.00","1,750.00","1,450.00",Rs./Quintal,4.55,Metric Tonnes,17-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,4.90,Metric Tonnes,16-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,5.60,Metric Tonnes,13-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,100.00","2,250.00","1,675.00",Rs./Quintal,7.00,Metric Tonnes,12-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,150.00","2,200.00","1,675.00",Rs./Quintal,7.70,Metric Tonnes,10-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,250.00","2,100.00","1,700.00",Rs./Quintal,7.35,Metric Tonnes,09-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,300.00","2,100.00","1,700.00",Rs./Quintal,7.70,Metric Tonnes,08-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,350.00","2,050.00","1,700.00",Rs./Quintal,7.35,Metric Tonnes,07-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,700.00","2,250.00","1,975.00",Rs./Quintal,4.90,Metric Tonnes,02-01-2026
Gujarat,Banaskanth,Deesa(Deesa Veg Yard) APMC,Vegetables,Onion,Other,FAQ,"1,700.00","2,250.00","1,975.00",Rs./Quintal,4.90,Metric Tonnes,01-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,800.00,"2,200.00","1,500.00",Rs./Quintal,22.00,Metric Tonnes,23-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,000.00","1,500.00",Rs./Quintal,15.00,Metric Tonnes,22-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22.00,Metric Tonnes,21-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,500.00","2,000.00","1,800.00",Rs./Quintal,16.00,Metric Tonnes,19-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,200.00","1,500.00",Rs./Quintal,16.00,Metric Tonnes,16-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,800.00,"2,000.00","1,500.00",Rs./Quintal,15.00,Metric Tonnes,14-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","1,700.00","1,500.00",Rs./Quintal,15.00,Metric Tonnes,11-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,200.00","1,600.00","1,400.00",Rs./Quintal,16.00,Metric Tonnes,10-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,100.00","1,500.00",Rs./Quintal,19.00,Metric Tonnes,09-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,200.00","1,500.00",Rs./Quintal,19.00,Metric Tonnes,08-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,100.00","1,900.00",Rs./Quintal,16.00,Metric Tonnes,07-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,000.00","2,000.00","1,500.00",Rs./Quintal,15.00,Metric Tonnes,06-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,800.00,"1,900.00","1,500.00",Rs./Quintal,13.00,Metric Tonnes,05-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,800.00,"2,000.00","1,500.00",Rs./Quintal,19.00,Metric Tonnes,04-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,700.00,"2,500.00","1,900.00",Rs./Quintal,22.00,Metric Tonnes,02-01-2026
Gujarat,Bharuch,Ankleshwar APMC,Vegetables,Onion,Onion,Grade A,"1,200.00","2,500.00","1,800.00",Rs./Quintal,15.00,Metric Tonnes,01-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,400.00","1,200.00",Rs./Quintal,29.50,Metric Tonnes,22-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,400.00","1,000.00",Rs./Quintal,33.50,Metric Tonnes,21-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,300.00","1,000.00",Rs./Quintal,42.50,Metric Tonnes,20-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,300.00","1,000.00",Rs./Quintal,62.50,Metric Tonnes,19-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,32.50,Metric Tonnes,18-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,400.00","1,000.00",Rs./Quintal,26.50,Metric Tonnes,17-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,400.00","1,200.00",Rs./Quintal,21.50,Metric Tonnes,16-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,800.00,"1,400.00","1,000.00",Rs./Quintal,28.50,Metric Tonnes,15-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,32.50,Metric Tonnes,13-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,26.50,Metric Tonnes,12-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,24.50,Metric Tonnes,11-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,26.50,Metric Tonnes,10-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,26.50,Metric Tonnes,09-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,26.50,Metric Tonnes,08-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,35.50,Metric Tonnes,07-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,32.50,Metric Tonnes,06-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,400.00","1,200.00",Rs./Quintal,24.50,Metric Tonnes,05-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,28.50,Metric Tonnes,04-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,32.50,Metric Tonnes,03-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,29.50,Metric Tonnes,02-01-2026
Gujarat,Bharuch,Bharuch APMC,Vegetables,Onion,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,32.50,Metric Tonnes,01-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,032.00","1,032.00","1,032.00",Rs./Quintal,729.00,Metric Tonnes,23-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,122.00","1,122.00","1,122.00",Rs./Quintal,"1,446.35",Metric Tonnes,20-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,185.00","1,185.00","1,185.00",Rs./Quintal,"1,951.25",Metric Tonnes,19-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,155.00","1,155.00","1,155.00",Rs./Quintal,"1,243.65",Metric Tonnes,17-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,120.00","1,120.00","1,120.00",Rs./Quintal,668.80,Metric Tonnes,15-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,030.00","1,030.00","1,030.00",Rs./Quintal,893.50,Metric Tonnes,13-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,042.00","1,042.00","1,042.00",Rs./Quintal,"1,662.95",Metric Tonnes,12-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,132.00","1,132.00","1,132.00",Rs./Quintal,"1,472.85",Metric Tonnes,07-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,198.00","1,198.00","1,198.00",Rs./Quintal,"1,256.50",Metric Tonnes,06-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,262.00","1,262.00","1,262.00",Rs./Quintal,"1,469.25",Metric Tonnes,05-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,285.00","1,285.00","1,285.00",Rs./Quintal,"1,597.65",Metric Tonnes,02-01-2026
Gujarat,Bhavnagar,Bhavnagar APMC,Vegetables,Onion,Red,FAQ,"1,440.00","1,440.00","1,440.00",Rs./Quintal,"1,228.55",Metric Tonnes,01-01-2026
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Vegetables,Onion,Red,FAQ,400.00,"1,760.00","1,080.00",Rs./Quintal,"1,586.00",Metric Tonnes,22-01-2026
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Vegetables,Onion,White,FAQ,"1,075.00","1,725.00","1,400.00",Rs./Quintal,70.15,Metric Tonnes,22-01-2026
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Vegetables,Onion,White,FAQ,"1,000.00","1,905.00","1,453.00",Rs./Quintal,800.20,Metric Tonnes,21-01-2026
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Vegetables,Onion,Red,FAQ,400.00,"1,805.00","1,103.00",Rs./Quintal,"1,425.00",Metric Tonnes,19-01-2026
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Vegetables,Onion,White,FAQ,950.00,"2,005.00","1,478.00",Rs./Quintal,883.80,Metric Tonnes,19-01-2026
